Carat Weight,Color,Clarity,Depth,Table,Cut,Report,Price
0.57,D,VVS2,61.4,56,Ideal,GIA,2516
0.72,E,SI2,62.2,55,Excellent,GIA,2516
0.7,H,VVS2,62.4,59,Excellent,GIA,2516
0.5,D,VVS1,61.3,59,Excellent,GIA,2516
0.9,J,VS1,62.3,60,Very Good,GIA,2517
0.52,D,VS1,62.4,58,Very Good,GIA,2517
0.72,G,VS2,62.4,57,Excellent,GIA,2517
0.7,E,SI1,61.2,56,Ideal,GIA,2518
0.7,E,SI1,60.7,60,Very Good,GIA,2518
0.7,E,SI1,61.3,60,Excellent,GIA,2518
0.7,E,SI1,62.4,55,Excellent,GIA,2518
0.7,G,VS1,64.2,61,Good,GIA,2518
0.71,F,SI1,59.8,62,Very Good,GIA,2519
0.71,D,SI1,58.7,57,Excellent,GIA,2519
0.9,I,SI2,60.3,61,Very Good,GIA,2520
0.9,I,SI2,63.2,57,Very Good,GIA,2520
0.7,F,VS2,62.2,55,Very Good,GIA,2520
0.72,E,VS2,63,55,Very Good,GIA,2520
0.72,I,VVS2,60.4,58,Excellent,GIA,2520
0.75,I,VVS2,62.5,57,Excellent,GIA,2520
0.9,J,SI1,62.1,60,Excellent,GIA,2520
0.8,H,VS2,61,57,Excellent,GIA,2575
0.78,G,SI1,61.1,56,Excellent,GIA,2576
0.79,E,SI2,59.2,59,Excellent,GIA,2576
0.8,E,SI2,62.2,56,Very Good,GIA,2576
0.75,H,VS2,61.8,57,Ideal,GIA,2576
0.71,E,SI1,61.3,56,Very Good,GIA,2577
0.71,E,SI1,61.7,59,Excellent,GIA,2577
0.71,E,SI1,61.1,56,Very Good,GIA,2577
0.71,F,SI2,62,59,Excellent,GIA,2577
0.74,F,SI1,62.7,56,Excellent,GIA,2579
0.74,F,SI1,59.7,60,Excellent,GIA,2579
0.7,F,VS2,63,59,Very Good,GIA,2579
0.7,F,VS2,63.5,60,Very Good,GIA,2579
0.7,E,VS2,62.9,59,Very Good,GIA,2580
0.8,G,SI1,61.9,59,Very Good,GIA,2580
0.62,G,VVS1,61.7,57,Ideal,GIA,2580
0.66,H,IF,62.1,58,Excellent,GIA,2580
0.74,D,SI1,62.2,58,Excellent,GIA,2580
0.71,E,SI1,62.4,55,Excellent,GIA,2580
0.77,D,SI2,60.6,57,Very Good,GIA,2581
0.8,G,SI1,62.7,58,Excellent,GIA,2581
0.51,G,IF,61.3,59,Excellent,GIA,2581
0.75,G,VS2,64.3,56,Very Good,GIA,2582
0.91,H,SI2,63.5,57,Good,GIA,2583
0.72,H,VS1,63.1,58,Very Good,GIA,2583
0.9,J,VS1,62,58,Good,GIA,2638
0.56,E,IF,60.6,59,Excellent,GIA,2639
0.7,G,VS1,62.3,57,Excellent,GIA,2639
0.71,I,IF,61.6,56,Ideal,GIA,2639
0.9,H,SI2,63.4,58,Very Good,GIA,2639
0.84,F,SI1,60.9,57,Very Good,GIA,2640
0.8,H,VS2,60.8,57,Excellent,GIA,2640
0.75,E,SI1,60.5,56,Very Good,GIA,2640
0.7,H,VVS2,59.2,59,Very Good,GIA,2641
0.58,E,VVS1,62.1,57,Excellent,GIA,2641
0.58,D,VVS2,60.9,56,Excellent,GIA,2641
0.7,E,VS2,62.4,58,Very Good,GIA,2642
0.7,E,VS2,60.2,56,Very Good,GIA,2642
0.6,F,VVS2,59.2,60,Excellent,GIA,2642
0.9,D,SI2,63.6,61,Good,GIA,2642
0.91,I,VS2,62,55,Very Good,GIA,2643
0.71,F,VS2,62.1,57,Excellent,GIA,2643
0.71,F,VS2,62.7,55,Excellent,GIA,2643
0.54,E,IF,60.2,58,Excellent,GIA,2643
0.78,G,VS1,61.7,55,Very Good,GIA,2644
0.7,E,VS1,59.8,58,Very Good,GIA,2645
0.75,D,SI1,61.6,59,Excellent,GIA,2645
0.75,D,SI1,62.2,60,Excellent,GIA,2645
0.6,G,VVS1,62.6,56,Excellent,GIA,2645
0.76,H,VS2,61,58,Excellent,GIA,2645
0.81,D,SI2,63.6,56,Very Good,GIA,2715
0.7,G,VVS2,59.3,60,Very Good,GIA,2715
0.74,I,VVS1,61.5,54,Excellent,AGS,2715
0.71,D,VS2,62.1,60,Very Good,GIA,2716
0.71,D,VS2,59.5,57,Excellent,GIA,2716
0.92,I,SI2,62.5,57,Excellent,GIA,2716
0.92,I,SI2,63,59,Very Good,GIA,2716
0.78,F,VS2,62.9,59,Very Good,GIA,2717
0.63,E,VVS2,62.1,57,Excellent,GIA,2717
0.72,F,VS2,60.8,58,Excellent,GIA,2717
0.57,E,IF,62,56,Excellent,GIA,2717
0.57,E,IF,61.5,57,Ideal,GIA,2717
0.83,G,SI1,62.1,57,Excellent,GIA,2718
0.82,I,VS2,61.5,58,Excellent,GIA,2718
0.58,D,VVS2,59.9,59,Very Good,GIA,2718
0.74,F,SI1,60.1,59,Excellent,GIA,2718
0.77,F,SI1,60.4,58,Excellent,GIA,2719
0.7,E,VS2,62.6,56,Very Good,GIA,2720
0.67,G,VVS1,62,57,Excellent,GIA,2720
0.86,E,SI2,61.4,61,Very Good,GIA,2720
0.86,E,SI2,59.3,59,Excellent,GIA,2720
0.94,K,VS1,61,56,Excellent,AGS,2720
0.63,E,VVS2,61.8,56,Ideal,GIA,2721
0.51,D,VVS1,62.6,57,Excellent,GIA,2721
0.74,H,VS1,62,58,Excellent,GIA,2721
0.86,J,VVS2,62.7,57,Excellent,GIA,2790
0.61,E,VVS2,63.6,55,Very Good,GIA,2791
0.61,E,VVS2,60,55,Excellent,GIA,2791
0.7,E,VS2,61.8,56,Ideal,GIA,2791
0.6,E,VVS1,61.9,55,Ideal,GIA,2792
0.72,F,VS2,62.4,56,Excellent,GIA,2792
0.71,G,VVS1,62.1,54,Excellent,GIA,2792
0.7,E,VS2,63,60,Very Good,GIA,2792
0.91,H,SI2,61.7,59,Very Good,GIA,2793
0.77,H,VS2,62.3,57,Excellent,GIA,2793
0.78,E,SI1,62.8,58,Very Good,GIA,2796
0.73,D,SI1,60.8,55,Very Good,GIA,2796
0.91,F,SI2,63,59,Very Good,GIA,2796
0.9,I,SI2,63.6,57,Good,GIA,2796
0.7,F,VS2,63.5,57,Very Good,GIA,2796
1.02,K,SI2,63,59,Very Good,GIA,2797
0.65,H,IF,62.3,56,Excellent,GIA,2797
0.9,G,SI1,62.1,58,Good,GIA,2797
0.72,E,VS2,62.2,55,Excellent,GIA,2797
0.73,D,SI1,62.7,53,Excellent,GIA,2798
0.62,E,VVS2,60.5,58,Excellent,GIA,2798
1.01,K,SI1,61.8,57,Very Good,GIA,2800
0.78,F,VS2,62.5,56,Excellent,GIA,2800
0.7,F,VVS2,63.6,58,Very Good,GIA,2800
0.74,F,VS1,63.4,57,Very Good,GIA,2801
0.8,G,VS2,63.8,55,Very Good,GIA,2869
1.01,K,VS2,62,57,Very Good,GIA,2870
0.72,E,VS2,62.4,55,Excellent,GIA,2870
0.72,E,VS2,61.6,59,Excellent,GIA,2870
0.8,H,VS2,59.8,58,Excellent,GIA,2871
0.9,J,VS2,64,57,Very Good,GIA,2871
0.7,G,VVS1,63.5,56,Very Good,GIA,2871
0.58,F,IF,62.4,56,Excellent,GIA,2871
1,K,SI2,60.3,60,Excellent,GIA,2872
0.72,H,VVS1,63.4,59,Very Good,GIA,2873
0.9,I,SI2,59.6,55,Very Good,GIA,2873
0.94,J,SI1,61.1,58,Very Good,GIA,2873
0.91,J,VS1,62.2,59,Very Good,GIA,2873
0.85,J,VVS1,62,56,Excellent,GIA,2873
0.91,H,SI1,58.9,60,Good,GIA,2874
0.7,H,VVS2,61.2,59,Excellent,GIA,2874
0.93,J,SI2,60.1,55,Excellent,GIA,2875
0.75,F,SI1,61.5,57,Ideal,GIA,2875
0.7,F,VS1,62.5,56,Excellent,GIA,2875
0.71,E,VS2,62,56,Excellent,GIA,2876
0.71,D,VS2,60.4,59,Excellent,GIA,2877
0.9,G,SI2,63.8,58,Good,GIA,2877
0.81,I,VVS2,62.8,54,Excellent,GIA,2877
0.8,F,SI1,59.2,59,Very Good,GIA,2878
0.9,E,SI2,62.7,59,Good,GIA,2878
0.94,I,SI2,62.6,55,Excellent,GIA,2948
0.84,D,SI1,63.2,61,Very Good,GIA,2948
0.9,J,VS2,62.5,57,Very Good,GIA,2948
0.73,D,VS2,60.9,59,Very Good,GIA,2949
0.6,E,VVS2,61.2,57,Ideal,GIA,2949
0.7,E,VS1,62,56,Very Good,GIA,2949
1.04,K,SI2,61.5,59,Excellent,GIA,2951
0.77,I,VVS1,61.2,58,Excellent,GIA,2951
0.58,E,VVS1,61.4,56,Ideal,GIA,2951
0.62,F,IF,61.4,59,Excellent,GIA,2951
0.96,H,SI2,62.9,63,Good,GIA,2952
1.04,J,SI2,59.7,63,Good,GIA,2952
0.9,I,SI1,59.1,61,Very Good,GIA,2952
0.72,E,VS2,61.2,57,Ideal,GIA,2952
0.76,E,VS2,61.7,58,Very Good,GIA,2953
0.74,E,VS2,60.9,58,Excellent,GIA,2953
0.9,H,SI2,63.4,60,Very Good,GIA,2953
0.7,D,VS1,63.3,60,Very Good,GIA,2953
0.9,F,SI2,63.8,60,Good,GIA,2954
0.9,G,SI2,64,59,Very Good,GIA,2955
0.78,G,VS2,62.8,57,Very Good,GIA,2955
0.9,I,VS2,63,57,Very Good,GIA,2955
0.61,D,VVS2,61.8,55,Ideal,GIA,2956
0.7,E,VS1,62.7,58,Very Good,GIA,2956
1,I,SI2,62.6,62,Good,GIA,2956
0.81,G,VS2,62.9,57,Very Good,GIA,2994
0.96,I,SI2,62.9,56,Very Good,GIA,2994
1.09,K,SI2,62.4,57,Excellent,GIA,2995
0.83,I,VVS2,61.6,56,Ideal,GIA,2995
0.99,J,SI1,61.3,63,Good,GIA,2995
0.71,D,VS1,62.4,60,Excellent,GIA,2995
0.71,D,VS1,62.5,58,Very Good,GIA,2995
0.7,E,VS1,61.9,57,Excellent,GIA,2996
1.01,J,SI2,63.3,59,Very Good,GIA,2997
1.01,K,SI2,62.2,56,Excellent,GIA,2997
0.7,G,VVS1,59.8,58,Excellent,GIA,2998
0.67,E,VVS1,61.2,56,Excellent,GIA,3000
1.01,K,SI2,63,57,Very Good,GIA,3000
1.08,K,SI2,60.1,58,Very Good,GIA,3001
0.91,F,SI2,62.6,59,Excellent,GIA,3001
0.7,F,VVS2,60.1,60,Excellent,GIA,3002
0.7,E,VS1,62.2,57,Very Good,GIA,3002
1.05,K,SI1,62.3,59,Excellent,GIA,3003
1.05,K,SI1,62.2,59,Very Good,GIA,3003
1.05,K,SI1,62.5,61,Very Good,GIA,3003
0.7,F,VS1,61.5,58,Excellent,GIA,3003
0.67,F,VVS1,62.2,54,Excellent,GIA,3003
1.01,K,SI1,61.4,59,Very Good,GIA,3005
1.01,K,SI1,63.8,57,Very Good,GIA,3005
0.72,D,VS2,62.3,57,Excellent,GIA,3005
0.96,H,SI2,58.6,61,Very Good,GIA,3005
0.94,E,SI2,59.9,56,Good,GIA,3006
0.64,E,IF,60.5,57,Excellent,GIA,3006
0.64,E,IF,61.4,57,Excellent,GIA,3006
0.7,E,VS1,61.9,58,Very Good,GIA,3006
1.01,K,VS2,62.1,58,Excellent,GIA,3006
0.72,F,VS1,63.8,58,Very Good,GIA,3006
0.71,E,VS2,62,61,Very Good,GIA,3007
0.71,G,VVS1,60.5,59,Excellent,GIA,3007
0.77,E,SI1,61.5,55,Very Good,GIA,3007
0.71,H,VVS1,61.7,58,Excellent,GIA,3007
0.9,H,SI2,61,60,Excellent,GIA,3007
0.81,H,VVS2,61.7,58,Very Good,GIA,3007
0.76,H,VVS1,60.5,59,Excellent,GIA,3161
0.57,E,VVS1,59.8,59,Excellent,GIA,3161
1,I,SI2,62.2,56,Excellent,GIA,3161
1.01,J,SI2,60.2,61,Very Good,GIA,3162
0.67,E,VVS1,61.6,57,Ideal,GIA,3162
0.67,E,VVS1,62.2,57,Excellent,GIA,3162
0.9,I,VS2,62,56,Excellent,GIA,3162
0.71,G,VVS2,61.6,60,Very Good,GIA,3163
0.9,H,SI2,61.6,59,Very Good,GIA,3164
0.9,H,SI2,62.8,54,Very Good,GIA,3164
0.65,D,VVS2,62.7,56,Excellent,GIA,3164
0.9,H,SI1,63.3,57,Very Good,GIA,3164
0.94,E,SI2,62.1,60,Very Good,GIA,3164
0.8,I,VVS2,61.8,59,Excellent,GIA,3165
0.72,D,VS2,62.5,57,Excellent,GIA,3165
0.91,E,SI2,61.3,55,Very Good,GIA,3165
0.73,H,VVS1,62.6,56,Excellent,GIA,3165
0.9,I,SI1,60.9,56,Excellent,GIA,3166
0.54,D,IF,61.5,56,Excellent,GIA,3166
0.81,E,SI1,60.1,59,Excellent,GIA,3167
0.71,G,VVS1,62,55,Excellent,AGS,3167
0.72,F,VVS2,61.3,65,Good,GIA,3168
0.75,D,VS2,60,64,Good,GIA,3168
0.9,K,VS2,60.7,58,Good,GIA,3168
0.8,F,SI1,62,58,Excellent,GIA,3168
0.76,H,VVS1,60.5,59,Excellent,GIA,3161
0.57,E,VVS1,59.8,59,Excellent,GIA,3161
1,I,SI2,62.2,56,Excellent,GIA,3161
1.01,J,SI2,60.2,61,Very Good,GIA,3162
0.67,E,VVS1,61.6,57,Ideal,GIA,3162
0.67,E,VVS1,62.2,57,Excellent,GIA,3162
0.9,I,VS2,62,56,Excellent,GIA,3162
0.71,G,VVS2,61.6,60,Very Good,GIA,3163
0.9,H,SI2,61.6,59,Very Good,GIA,3164
0.9,H,SI2,62.8,54,Very Good,GIA,3164
0.65,D,VVS2,62.7,56,Excellent,GIA,3164
0.9,H,SI1,63.3,57,Very Good,GIA,3164
0.94,E,SI2,62.1,60,Very Good,GIA,3164
0.8,I,VVS2,61.8,59,Excellent,GIA,3165
0.72,D,VS2,62.5,57,Excellent,GIA,3165
0.91,E,SI2,61.3,55,Very Good,GIA,3165
0.73,H,VVS1,62.6,56,Excellent,GIA,3165
0.9,I,SI1,60.9,56,Excellent,GIA,3166
0.54,D,IF,61.5,56,Excellent,GIA,3166
0.81,E,SI1,60.1,59,Excellent,GIA,3167
0.71,G,VVS1,62,55,Excellent,AGS,3167
0.72,F,VVS2,61.3,65,Good,GIA,3168
0.75,D,VS2,60,64,Good,GIA,3168
0.9,K,VS2,60.7,58,Good,GIA,3168
0.8,F,SI1,62,58,Excellent,GIA,3168
0.58,E,VVS1,60.3,57,Ideal,GIA,3334
0.71,E,VVS2,61.1,56,Ideal,GIA,3335
0.91,I,VS1,61.8,59,Very Good,GIA,3336
0.76,D,SI1,61.7,58,Excellent,GIA,3337
0.71,E,VVS2,63.5,57,Very Good,GIA,3337
0.74,H,VS1,60.1,57,Very Good,GIA,3337
0.7,E,VVS1,63,59,Very Good,GIA,3337
0.91,I,SI1,62.6,57,Excellent,GIA,3338
0.77,G,VVS2,62.5,55,Excellent,GIA,3339
0.71,E,SI1,61.1,60,Excellent,GIA,3339
0.71,F,VVS2,62.4,58,Very Good,GIA,3339
0.99,I,SI1,63.4,57,Very Good,GIA,3339
1.01,K,VS2,63.1,56,Very Good,GIA,3339
0.74,D,VS2,62.2,57,Excellent,GIA,3341
1,J,SI1,59.8,57,Good,GIA,3341
0.81,F,VS2,61.3,57,Excellent,GIA,3341
0.9,G,SI2,63.7,54,Very Good,GIA,3341
0.9,J,VVS1,62.2,59,Very Good,GIA,3341
0.9,G,SI2,61.6,56,Ideal,GIA,3341
0.78,F,VS1,61.9,54,Excellent,GIA,3342
0.54,D,IF,62.5,56,Very Good,GIA,3342
0.73,F,VVS2,62.9,57,Excellent,GIA,3344
0.92,I,VS2,60.4,62,Very Good,GIA,3344
0.92,I,VS2,58.1,63,Very Good,GIA,3344
0.7,G,IF,61.6,58,Very Good,GIA,3344
1.02,K,SI1,63.6,56,Very Good,GIA,3427
0.7,E,VVS2,59.5,60,Excellent,GIA,3429
0.77,D,VS2,61.3,60,Excellent,GIA,3430
0.72,F,VVS2,61.9,55,Ideal,GIA,3431
0.75,G,VVS2,62.5,56,Excellent,GIA,3431
0.75,G,VVS2,62.2,57,Excellent,GIA,3431
0.93,I,SI1,62.7,59,Very Good,GIA,3431
0.76,E,VS1,60.4,59,Excellent,GIA,3431
1,J,SI2,63.5,58,Very Good,GIA,3431
1.04,K,SI1,63.1,55,Very Good,GIA,3432
0.8,H,VVS1,60.9,58,Excellent,GIA,3432
1.06,J,SI1,61.4,56,Excellent,GIA,3433
0.73,F,VVS2,62.5,57,Excellent,GIA,3433
0.75,E,VS1,62.3,59,Very Good,GIA,3434
0.73,E,VS1,61.5,59,Excellent,GIA,3434
1.02,K,VS2,61.2,59,Excellent,GIA,3435
0.9,H,SI1,62.2,58,Very Good,GIA,3437
1.24,K,SI2,61.5,59,Very Good,GIA,3437
0.72,F,VVS1,63.4,57,Very Good,GIA,3437
0.72,F,VVS1,61,57,Ideal,GIA,3437
0.93,I,VS1,62.6,58,Very Good,GIA,3437
0.62,D,VVS1,60.1,59,Excellent,GIA,3437
0.9,H,SI1,62.6,55,Excellent,GIA,3438
1.01,J,SI2,58.7,59,Very Good,GIA,3440
1.01,J,SI2,60.6,59,Excellent,GIA,3440
0.9,I,VVS2,61.9,62,Good,GIA,3519
0.9,I,VVS2,59,60,Good,GIA,3519
0.8,E,VS2,62.7,60,Very Good,GIA,3520
0.9,E,SI2,62.6,55,Very Good,GIA,3521
1.04,J,SI1,61.5,60,Very Good,GIA,3521
0.92,E,SI1,63.7,57,Very Good,GIA,3522
0.66,E,IF,61.1,58,Excellent,GIA,3523
0.7,E,VVS2,59.7,62,Very Good,GIA,3523
1.01,H,SI2,64,58,Good,GIA,3523
0.91,H,SI1,62.1,56,Excellent,GIA,3524
0.92,F,SI2,63.5,56,Very Good,GIA,3524
0.83,H,VVS2,61.7,56,Ideal,GIA,3524
0.72,E,VVS2,62.3,55,Excellent,GIA,3525
0.72,G,IF,61,57,Excellent,GIA,3525
1.01,K,VS2,61.3,57,Ideal,GIA,3525
0.71,E,VVS2,62.1,59,Very Good,GIA,3525
0.55,D,IF,61,59,Excellent,GIA,3527
0.71,D,VS2,60.7,59,Excellent,GIA,3527
0.9,J,VVS1,61.8,58,Very Good,GIA,3528
0.9,H,SI1,61.8,61,Very Good,GIA,3528
0.9,H,SI1,62.8,58,Very Good,GIA,3528
0.91,H,SI1,60.3,59,Excellent,GIA,3529
0.92,G,SI2,61.3,56,Very Good,GIA,3529
0.9,H,SI1,62.7,57,Excellent,GIA,3529
0.9,E,SI2,62.6,60,Very Good,GIA,3529
0.64,E,VVS1,60.3,57,Ideal,GIA,3600
1.12,K,VS2,60,62,Excellent,GIA,3600
0.9,D,SI2,61.3,58,Excellent,GIA,3600
0.96,H,SI1,62.9,56,Very Good,GIA,3601
1.06,K,SI2,62.5,57,Excellent,GIA,3601
1.06,J,SI2,63,59,Very Good,GIA,3601
1.01,J,SI1,62,62,Very Good,GIA,3602
0.9,H,VS2,61.7,59,Excellent,GIA,3604
0.91,I,VS1,61.9,56,Very Good,GIA,3604
0.9,H,VS2,63.9,60,Good,GIA,3604
0.65,D,VVS1,60.3,58,Excellent,GIA,3604
0.9,H,VS1,62.1,59,Very Good,GIA,3604
0.9,H,VS1,62.8,57,Very Good,GIA,3604
0.9,H,VS1,62.3,58,Very Good,GIA,3604
0.9,H,VS2,62.4,59,Good,GIA,3604
0.9,H,VS2,62.4,59,Good,GIA,3604
0.9,H,VS2,62.5,58,Very Good,GIA,3604
0.9,H,VS2,61.4,61,Very Good,GIA,3604
0.9,H,VS2,62.9,58,Very Good,GIA,3604
1.17,J,SI2,60.5,61,Very Good,GIA,3604
0.9,F,SI1,62.5,58,Excellent,GIA,3604
0.9,J,IF,62.6,57,Very Good,GIA,3604
0.78,F,VS1,62.9,57,Excellent,GIA,3605
0.9,F,SI2,62,61,Very Good,GIA,3605
0.9,F,SI2,62.6,58,Excellent,GIA,3605
0.9,D,SI2,58.6,61,Good,GIA,3675
0.76,E,VS1,61.3,56,Ideal,GIA,3675
0.62,D,VVS1,61.9,57,Ideal,GIA,3676
0.62,D,VVS1,62.2,56,Excellent,GIA,3676
1.01,I,SI2,59.6,58,Very Good,GIA,3676
0.91,H,VS2,60.3,59,Very Good,GIA,3677
0.91,H,VS2,61,59,Very Good,GIA,3677
1.01,J,VS2,60.4,62,Very Good,GIA,3677
0.76,E,SI1,59.4,59,Very Good,GIA,3678
1,I,SI2,59.6,62,Good,GIA,3679
1.01,J,SI1,62.7,57,Very Good,GIA,3680
1.01,J,SI1,61.7,57,Ideal,GIA,3680
1,K,VS1,62.4,57,Excellent,GIA,3680
0.71,F,VVS1,61.7,56,Ideal,GIA,3680
1,G,SI2,63.3,61,Good,GIA,3680
1.17,J,SI2,62,58,Excellent,GIA,3681
1.02,J,SI2,62.3,56,Excellent,GIA,3681
1.03,I,SI2,61.4,58,Excellent,GIA,3681
0.74,F,VVS1,62.2,57,Excellent,GIA,3682
0.9,D,SI1,61,63,Good,GIA,3683
0.9,D,SI1,62.7,56,Very Good,GIA,3683
0.9,D,SI1,63.5,57,Very Good,GIA,3683
0.9,D,SI1,62.7,57,Very Good,GIA,3683
0.9,D,SI1,59.4,62,Very Good,GIA,3683
0.7,E,VVS2,62.1,55,Excellent,GIA,3683
1.04,K,VS2,61.7,57,Excellent,GIA,3751
1,J,VS2,61.7,59,Very Good,GIA,3752
0.9,I,VS1,62.1,57,Very Good,GIA,3752
1.23,K,VS2,62.8,57,Very Good,GIA,3752
0.9,E,SI2,61.9,59,Very Good,GIA,3752
0.9,E,SI2,60.5,59,Very Good,GIA,3752
0.9,E,SI2,62.4,57,Very Good,GIA,3752
0.9,E,SI2,63,60,Very Good,GIA,3752
0.9,E,SI2,61.6,59,Excellent,GIA,3752
1.03,J,SI1,62.1,58,Very Good,GIA,3752
0.9,G,SI1,61.3,56,Excellent,AGS,3753
0.7,E,IF,61.8,57,Excellent,GIA,3754
1.06,J,SI1,61.5,56,Ideal,GIA,3755
1,G,SI2,59,60,Excellent,GIA,3755
1.01,H,SI2,62.5,57,Very Good,GIA,3756
0.7,E,VVS1,61.3,56,Ideal,GIA,3756
0.7,D,VS1,61.5,58,Excellent,GIA,3756
1.04,J,SI2,62.6,59,Very Good,GIA,3756
1.01,K,VVS2,62.5,57,Very Good,GIA,3757
0.69,E,VVS1,62.7,59,Very Good,GIA,3757
0.73,F,VVS1,62.5,56,Excellent,GIA,3757
0.73,F,VVS1,62.3,56,Excellent,GIA,3757
0.73,F,VVS1,61.4,57,Ideal,GIA,3757
0.56,E,IF,60.6,59,Excellent,GIA,3758
1.01,H,SI2,61.2,61,Good,GIA,3758
1.01,G,SI2,62,61,Good,GIA,3827
1.01,J,SI1,62.3,59,Very Good,GIA,3827
0.91,F,SI1,61.8,57,Excellent,GIA,3828
0.59,D,IF,63.4,55,Very Good,GIA,3828
1,E,SI2,63.3,55,Very Good,GIA,3828
1,E,SI2,64,60,Good,GIA,3828
1.05,H,SI2,63,59,Very Good,GIA,3829
1.05,H,SI2,63.9,59,Very Good,GIA,3829
0.91,G,SI1,60.2,56,Very Good,GIA,3829
0.91,G,SI1,62.1,59,Very Good,GIA,3829
1.05,I,SI2,62,58,Excellent,GIA,3829
1.03,I,SI1,63.5,56,Very Good,GIA,3830
0.95,F,SI2,60.3,60,Excellent,GIA,3830
0.83,E,VS2,62.1,55,Excellent,GIA,3830
0.7,E,VVS2,61.9,57,Ideal,GIA,3830
0.9,G,SI1,63.5,57,Very Good,GIA,3830
1.08,J,SI2,61.4,57,Excellent,GIA,3831
0.91,H,SI1,62.6,58,Very Good,GIA,3832
1.01,H,SI1,60.5,59,Excellent,GIA,3832
1.01,H,SI1,59.5,64,Good,GIA,3832
1.01,I,SI2,61.8,60,Very Good,GIA,3833
1.01,I,SI2,59.4,60,Very Good,GIA,3833
1.01,I,SI2,62.9,56,Very Good,GIA,3833
1.01,I,SI2,60.9,58,Very Good,GIA,3833
1.01,I,SI1,62.3,57,Excellent,GIA,3833
1.01,I,SI2,61.4,57,Ideal,GIA,3903
1.01,I,SI2,61.8,57,Excellent,GIA,3903
1.01,I,SI2,59.7,61,Very Good,GIA,3903
0.91,H,VS1,63,60,Very Good,GIA,3903
1.03,G,SI2,60.9,57,Very Good,GIA,3903
1.03,J,VS1,62,59,Good,GIA,3903
0.91,H,VS2,63.6,54,Very Good,GIA,3904
0.91,F,VS2,59.1,62,Good,GIA,3904
0.83,E,VS1,62.7,58,Very Good,GIA,3904
1,I,SI1,61.6,58,Very Good,GIA,3905
0.9,I,VVS2,63.5,56,Very Good,GIA,3905
0.9,D,SI1,63.5,54,Very Good,GIA,3905
0.8,E,VS1,61.1,58,Very Good,GIA,3907
0.82,H,VVS1,62.6,56,Excellent,GIA,3907
1.18,J,SI2,63.5,58,Very Good,GIA,3907
1.2,J,SI2,62.4,58,Excellent,GIA,3907
0.74,E,VS1,59.9,59,Excellent,GIA,3908
1.12,K,VS2,61.9,55,Excellent,AGS,3909
1.03,J,SI1,60.1,61,Very Good,GIA,3909
1.03,J,SI1,61.7,58,Excellent,GIA,3909
1.03,J,SI1,60.7,58,Excellent,GIA,3909
1.03,J,SI1,60,58,Excellent,GIA,3909
1.03,J,SI1,62.2,59,Very Good,GIA,3909
1.03,J,SI1,62.7,58,Good,GIA,3909
1.03,I,SI2,59.5,60,Excellent,GIA,3909
1.09,H,SI2,63.8,59,Very Good,GIA,3975
1.09,H,SI2,61.9,59,Very Good,GIA,3975
1.09,H,SI2,61.4,61,Excellent,GIA,3975
0.9,G,VS2,61.3,55,Very Good,GIA,3975
0.91,H,VS1,62.3,60,Very Good,GIA,3975
0.91,H,VS2,62.2,60,Very Good,GIA,3975
0.91,H,VS2,62.2,59,Very Good,GIA,3975
1.02,E,SI2,61.7,61,Very Good,GIA,3976
0.9,H,VS2,58.8,62,Very Good,GIA,3976
1.01,H,SI2,60.7,57,Very Good,GIA,3976
1.37,K,SI2,59.7,59,Excellent,GIA,3977
1.01,K,VS1,61.6,60,Very Good,GIA,3977
0.76,E,VVS2,62.3,59,Very Good,GIA,3978
0.95,F,SI1,63.1,57,Very Good,GIA,3979
0.9,G,SI1,60.7,61,Excellent,GIA,3980
1.03,J,SI1,62.2,56,Excellent,GIA,3980
1.03,J,SI1,62.2,58,Excellent,GIA,3980
1.03,I,SI2,60.2,59,Very Good,GIA,3980
0.8,H,VVS1,61.8,56,Very Good,GIA,3980
0.84,G,VVS2,62.3,58,Excellent,GIA,3980
0.74,E,VVS1,62.2,57,Excellent,GIA,3980
0.9,G,VS2,61.1,57,Very Good,GIA,3981
0.94,I,VVS2,60.6,59,Very Good,GIA,3981
1.16,J,VS2,62.7,56,Very Good,GIA,3981
1.03,J,SI1,61.2,59,Excellent,GIA,3981
1.01,H,SI2,63.5,57,Very Good,GIA,3993
0.91,I,VVS2,60.1,58,Excellent,GIA,3994
1.23,K,VS2,62.7,59,Very Good,GIA,3994
1.01,I,SI1,63,59,Very Good,GIA,3995
0.7,E,VVS1,62.6,57,Excellent,GIA,3995
0.91,F,SI2,61.1,55,Excellent,GIA,3995
1.06,J,VS1,63.8,58,Very Good,GIA,3996
1.05,G,SI2,61.1,59,Excellent,GIA,3997
1.03,I,SI2,61.6,58,Excellent,GIA,3997
0.95,G,SI1,62.5,57,Very Good,GIA,3997
1.03,F,SI2,59.1,60,Very Good,GIA,3997
1.21,K,SI1,61.8,61,Very Good,GIA,3998
0.7,D,VVS2,61.3,61,Excellent,GIA,3998
0.7,D,VVS2,62.1,57,Excellent,GIA,3998
1.02,I,SI2,62.1,57,Excellent,GIA,3998
1.04,I,SI2,60.7,57,Very Good,GIA,3999
1.01,F,SI2,63.4,59,Very Good,GIA,4000
1.01,J,VS2,59.7,61,Very Good,GIA,4000
1.01,K,VS1,62.1,56,Excellent,GIA,4000
